Gene Symbol,log2FoldChange,Pvalue,Padjusted,innate_immune,species,condition,adaptive,gene_category
CD59,-3.130344227,0.03771767848,0.1083199288,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112443562,-4.162664175,0.1182416507,0.2844929029,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
C20H5orf58,-2.93252117,0.09645107314,0.2229201039,FALSE,Bos taurus,milk production,FALSE,non-immune
TRNAR-CCU_16,-3.631070686,0.01795003992,0.06046439863,FALSE,Bos taurus,milk production,Not Present,non-immune
TRNAC-ACA_175,-4.344537149,0.0318113108,0.08619236878,FALSE,Bos taurus:Bos indicus,milk production,Not Present,non-immune
GIPR,-1.895840431,0.1168352223,0.2708112909,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112442143,-25.24990906,1.08E-14,7.19E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112449578,-4.987115359,0.02219507816,0.07164121707,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
DCDC1,-5.327957272,0.08320966246,0.1801965101,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132346756,-3.327159363,0.04176770282,0.1130469321,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112446874,-3.814240927,0.06183086068,0.2468859136,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC104973884,-24.63020696,1.06E-14,7.29E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132343521,-2.629299986,0.1030464329,0.2359798432,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LCN2,-7.351287724,0.06330914458,0.1328785977,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MIR331,-18.54417945,0.004619127996,0.01536477034,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
MIR2285G-1,-7.750091409,0.01739454582,0.05284604358,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TRNAW-CCA_173,-8.521400885,0.009471710872,0.03286563397,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,Not Present,non-immune
MAK,-2.542097281,0.06990113861,0.1488830638,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132345008,-24.1951104,2.54E-14,1.70E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TRNAC-ACA_226,-6.606498504,0.04062151127,0.105673997,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,Not Present,non-immune
LOC112445114,-23.18820359,2.87E-08,1.84E-07,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132345525,-25.49513413,2.03E-15,1.53E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
PRICKLE4,-25.12494258,5.41E-16,5.00E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112448595,-9.620873188,0.02951952206,0.07343042595,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TRNAC-GCA_209,-7.974768855,0.01076636312,0.03662214597,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
DYNLRB1,-9.210155384,0.08024186252,0.1576957257,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112446120,0.2232724138,0.04410396952,0.300269278,FALSE,Bos taurus:Bos indicus,MAP Infection,FALSE,non-immune
TRNAF-GAA_3,-25.71742255,1.05E-15,8.16E-15,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
MIR2313,-25.00540314,1.40E-15,1.14E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132342729,-4.139978081,0.1227857627,0.2523665766,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
ACY1,-0.07033304152,0.1081466749,0.2163752465,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112449171,-24.82982597,3.57E-15,2.62E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112449401,-4.100845086,0.05133339286,0.1747604041,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
CLMN,-3.504591643,0.1640291393,0.3257201354,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
RAD54L2,-4.032290971,0.1322350621,0.2839105423,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
RBBP8NL,-2.415850429,0.1217277329,0.2696536363,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC101905014,-7.641924099,0.08612460863,0.1922974229,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MYOZ2,-5.600076783,0.08597745712,0.203403186,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
COG7,-6.213342021,0.08591347631,0.199718418,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
AKR1D1,-2.672557206,0.1337205865,0.3055527505,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TRNAG-CCC_162,-6.116619459,0.03883160429,0.09800190001,FALSE,Bos taurus:Bos indicus,milk production,Not Present,non-immune
NKD2,-6.620378149,0.09886741553,0.2133599625,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
KCNK4,-10.55317848,0.04522625038,0.08355728861,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132342317,-3.174697409,0.06225851738,0.1808543149,FALSE,Bos taurus,milk production,FALSE,non-immune
MIR2481,-24.73891595,4.39E-15,3.25E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112448762,-4.315207034,0.04632835813,0.1107611581,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TRNAH-GUG_29,-4.898028956,0.03338555735,0.1191180466,FALSE,Bos taurus:Bos indicus,milk production,Not Present,non-immune
MIR6528,-5.138740843,0.0664417096,0.1911128135,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
CTXND2,-4.659790848,0.1446426078,0.2811029084,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
NEUROD2,-2.133094961,0.1028866098,0.2456627759,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112444279,-24.45358808,4.23E-15,3.21E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132343308,-3.026291221,0.008899883493,0.03016130918,FALSE,Bos taurus,milk production,FALSE,non-immune
GLDC,-25.36284642,1.25E-16,1.47E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
BEX5,-4.224141908,0.03273560423,0.08459329627,FALSE,Bos taurus,milk production,FALSE,non-immune
SFI1,-24.66875321,1.68E-14,1.13E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
EFNB3,-2.832777051,0.02517852425,0.1123764533,FALSE,Bos taurus,milk production,FALSE,non-immune
VKORC1,-3.287585006,0.1124670421,0.2334390496,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC523590,-25.36081512,2.35E-15,1.74E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
ARNTL2,-4.17728392,0.13075294,0.2812001777,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
OGN,-20.50638118,0.0004279932407,0.001997801746,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
MIR24-1,-4.118092196,0.06566539366,0.1671542426,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TM9SF4,-7.561536375,0.08292663657,0.1712967174,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112447851,-2.758138899,0.05892173939,0.1252511156,FALSE,Bos taurus,milk production,FALSE,non-immune
C13H20orf141,-3.169720874,0.03621528829,0.1061037749,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC101907970,-4.058018111,0.07883877353,0.1655324824,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
OSCAR,-2.101845689,0.04038994657,0.1007818465,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC107131549,-5.294635193,0.05705356331,0.1605059024,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
HS6ST1,-2.955608638,0.05094764611,0.1652438552,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
PNMA6E,-3.697516123,0.1096688307,0.227529834,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112443541,-25.90508616,9.85E-16,8.05E-15,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
PIANP,-2.400070617,0.2139229635,0.4499910569,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
FER1L6,-5.27685343,0.08168969452,0.1832473544,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
CROCC2,-4.235277374,0.02787867349,0.0752522764,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132344225,-23.5369859,2.02E-06,1.27E-05,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC104975693,-24.58164418,1.24E-14,8.36E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC107131785,-25.62993631,5.40E-15,3.68E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112444305,-4.856976761,0.0819719299,0.1717221266,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
DIPK2B,-1.078494037,0.1103889201,0.2425365212,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132343836,-24.64306688,1.08E-14,7.42E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
STYXL2,-1.265259236,0.07948682396,0.1635216774,FALSE,Bos taurus,milk production,FALSE,non-immune
SOCS5,-23.94414804,2.25E-14,1.53E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TRNAC-ACA_60,-19.12450807,0.00306694827,0.009509508485,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,Not Present,non-immune
LOC132342994,-24.25628805,5.39E-07,3.44E-06,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC281806,0.4780500385,0.0359835011,0.1031788024,FALSE,Bos indicus,milk production,FALSE,non-immune
C28H10orf71,-24.61720914,1.20E-14,8.12E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
CHRM3,-4.270787823,0.05379820968,0.1513803482,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132343212,-6.396111387,0.02133163525,0.06247094748,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
H3C8,0.6484338205,0.1349740401,0.4675444718,FALSE,Bos taurus,BRSV Infection,FALSE,non-immune
LOC132345558,-3.855827358,0.04961899277,0.120319686,FALSE,Bos taurus,milk production,FALSE,non-immune
TANGO6,-2.13028772,0.1231027512,0.2565715215,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
PHACTR1,-24.63530778,1.04E-15,9.05E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
CASS4,-1.68715505,0.1419085132,0.310883858,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC100847606,-1.674461442,0.03634190025,0.1512765559,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
LOC112445096,0.4612579349,0.07353383487,0.1878353204,FALSE,Bos indicus,milk production,FALSE,non-immune
PLAC8A,-2.540373876,0.03275402179,0.09879840755,FALSE,Bos taurus,milk production,FALSE,non-immune
RILPL2,-5.071536846,0.07545464965,0.1800084963,FALSE,Bos taurus,milk production,FALSE,non-immune
CFAP251,-8.676161197,0.0489293899,0.1288962407,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
STAC2,-24.62895001,1.25E-15,1.06E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC508441,-4.48813713,0.06205682111,0.1417645201,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
CRABP2,-2.509130251,0.1532838528,0.3244057079,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
KLHL3,-24.27514763,8.58E-15,6.21E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TRNAD-AUC_1,-6.627509985,0.02213314029,0.06208716852,FALSE,Bos taurus:Bos indicus,milk production,Not Present,non-immune
NPAS3,-4.11309742,0.1508390278,0.3238461539,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132345320,-6.493269945,0.06087809169,0.1265184148,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
ASRGL1,-24.85865224,5.09E-15,3.65E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
EIF2B1,-4.602622174,0.1994233419,0.3906696548,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC107133214,-5.602597476,0.03090505743,0.09874879417,FALSE,Bos taurus,milk production,FALSE,non-immune
PTPMT1,-2.53874467,0.09278346539,0.1998333995,FALSE,Bos taurus,milk production,FALSE,non-immune
HTRA3,-8.428435583,0.07916768632,0.1870212635,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MYL1,-13.05029034,0.02211170062,0.1103134888,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC101903906,-7.043852131,0.05871989794,0.1332288271,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112446856,-24.99433028,8.51E-15,5.97E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112442651,-4.228144131,0.02996630399,0.07198957276,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112441568,-25.12350392,1.28E-15,1.05E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
ZBTB8B,-2.630471169,0.1844092534,0.3656428941,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112441697,-7.388649182,0.0261385602,0.07591558228,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
HIF1A,-1.615939474,0.1321203786,0.3160396418,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112446327,-9.985812389,0.03112897107,0.07760767554,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
WDHD1,-1.272107776,0.1498252559,0.3042146008,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TRNAR-UCU_14,-25.16070796,5.13E-16,4.69E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,Not Present,non-immune
TRNAS-GGA_94,-24.65666106,2.93E-14,1.94E-13,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
C1QTNF3,-24.84410795,2.10E-15,1.72E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132343498,-25.67125848,3.10E-14,2.06E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112445245,-23.87690182,2.09E-14,1.41E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112447189,-5.33801788,0.02192835543,0.1243607517,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TEKTIP1,-24.22681341,2.68E-14,1.81E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132346179,-25.76471467,9.44E-16,7.74E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112443886,-2.52826646,0.0698684006,0.1560954032,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC514257,-0.8016901751,0.05580376752,0.1639964165,FALSE,Bos taurus,milk production,FALSE,non-immune
PRR12,-5.159474429,0.1277637597,0.2867937324,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
SEZ6L2,-3.135656016,0.1033398698,0.2394759046,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TRNAS-GGA_28,-4.6746029,0.03705347029,0.09736063947,FALSE,Bos taurus:Bos indicus,milk production,Not Present,non-immune
TRNAE-UUC_27,-6.426716645,0.02114567954,0.05924069195,FALSE,Bos taurus:Bos indicus,milk production,Not Present,non-immune
SCN9A,-0.3402042614,0.04889888852,0.1093799777,FALSE,Bos taurus,milk production,FALSE,non-immune
TRNAY-AUA_31,-6.648115978,0.01492448956,0.04675962612,FALSE,Bos taurus:Bos indicus,milk production,Not Present,non-immune
LOC132342500,-24.50485408,2.46E-14,1.63E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
KEH36_p10,-7.423849999,0.1235641166,0.2640630021,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112445258,-4.015796309,0.02039348294,0.06194768767,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC781567,-24.9282385,2.13E-13,1.38E-12,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132343136,-24.63823977,9.83E-15,6.71E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LMOD2,-23.79887962,2.38E-14,1.60E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112444726,-0.8154922741,0.06197723502,0.2906830524,FALSE,Bos taurus:Bos indicus,MAP Infection,FALSE,non-immune
TRNAE-UUC_74,-19.74422044,0.00613168236,0.01885611726,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
TRNAW-CCA_110,-3.241535336,0.06652489068,0.142454639,FALSE,Bos taurus,milk production,Not Present,non-immune
GRB14,-1.399876064,0.1089592556,0.234046697,FALSE,Bos taurus,milk production,FALSE,non-immune
ISOC2,-24.95522096,9.71E-16,8.41E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112441714,-24.60778888,2.36E-15,1.85E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
MIR2284N,-22.3765962,2.06E-05,0.0001213634186,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132344028,-1.777277268,0.04821985409,0.1650596033,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
LOC104969449,-1.853716144,0.06874650485,0.212649122,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC531175,-25.1771677,1.01E-15,8.72E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
ADCY1,-1.743817387,0.06356891432,0.1387600288,FALSE,Bos taurus,milk production,FALSE,non-immune
MIR12014,-25.12521668,2.80E-15,2.16E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112448650,-25.36619411,3.47E-16,3.41E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC101906836,-3.854399337,0.1199144955,0.2857053333,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TCP11,-3.316068421,0.09570203787,0.2122783946,FALSE,Bos taurus,milk production,FALSE,non-immune
TRNAE-UUC_119,-25.03699234,3.83E-15,2.81E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,Not Present,non-immune
TNN,-24.69222454,2.06E-14,1.36E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TGM5,-1.895848378,0.07887964,0.1651934074,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC104970268,-12.7446969,0.05805937646,0.1393507515,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
ADIG,-25.35985473,2.64E-16,2.86E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
MAST4,-1.431391284,0.1376793591,0.2687133225,FALSE,Bos taurus,milk production,FALSE,non-immune
OR10J3,-25.11311829,4.43E-15,3.25E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132345955,-5.025222815,0.05752064462,0.1673133855,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112442635,-25.06390607,7.22E-16,6.47E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TMSB4X,-4.312804875,0.09702851403,0.1949437552,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC107132796,-5.714473663,0.04498667219,0.1060965678,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC785233,-25.0267778,7.84E-15,5.43E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TSKU,-1.231373072,0.02378816268,0.0784327223,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
LOC132346317,-6.208390721,0.05531447674,0.1233887515,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
INTS14,-1.376699337,0.1503753529,0.3007882397,FALSE,Bos taurus,milk production,FALSE,non-immune
DNAJC4,-25.13686678,2.86E-14,1.88E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
XKR4,-1.548262989,0.1241742106,0.2668505907,FALSE,Bos taurus,milk production,FALSE,non-immune
TRNAC-GCA_121,-25.37060599,1.05E-14,7.08E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
RNF175,-3.111912451,0.09043705821,0.1772925947,FALSE,Bos taurus,milk production,FALSE,non-immune
RGS13,-2.93012472,0.08644833064,0.2153616217,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC101902869,-25.37286651,1.65E-14,1.11E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
GPHN,-3.117557007,0.1194645491,0.2404298213,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112444541,-19.63962992,0.003447843714,0.01166994873,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC104971817,-1.171983534,0.02610586685,0.134851065,FALSE,Bos taurus,milk production,FALSE,non-immune
MIR1777A,-24.63515728,2.15E-15,1.72E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
DISP3,-24.50099392,1.05E-14,7.32E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112443341,-25.27076992,1.01E-15,8.30E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
ERFE,-1.629985724,0.1244448914,0.2763571488,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC101907247,-24.50767794,2.55E-15,2.09E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TBX20,-24.33667067,1.47E-14,1.01E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TRNAE-CUC_32,-24.86192701,7.94E-15,5.60E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
H2BC13,-25.33100956,5.43E-15,3.98E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112444908,-24.7161861,5.88E-15,4.18E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132344833,-7.034835594,0.02030964607,0.06845777696,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MSRB3,-24.36371715,2.68E-15,2.18E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132343965,-25.17250301,5.38E-15,3.86E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
SVIL,-0.9910749019,0.1645040269,0.320596878,FALSE,Bos taurus,milk production,FALSE,non-immune
MIR2297,-5.897858566,0.0495937604,0.1148971271,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
RTN4RL1,-3.602178088,0.05064238747,0.120333067,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112447611,-2.362504334,0.06991252495,0.2208158271,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132343847,-6.560930697,0.07951920207,0.204887728,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LRRC7,-1.088416522,0.1387699782,0.3279608552,FALSE,Bos taurus,milk production,FALSE,non-immune
GMNC,-2.262183351,0.1631746675,0.3442769353,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
JUNB,-23.28483253,6.87E-07,4.38E-06,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
PERM1,-2.343973443,0.1337277648,0.2789720121,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
CCDC192,-1.924688593,0.1008108199,0.2271750665,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132342421,-25.11551994,4.98E-15,3.65E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112448402,-0.0617113437,0.03793392105,0.1947866997,FALSE,Bos indicus,MAP Infection,FALSE,non-immune
LOC132342855,-3.650288914,0.0468067818,0.1558522328,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112442458,-24.06801084,9.37E-15,6.73E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112449048,-25.15503958,5.00E-16,4.75E-15,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132343675,-4.153566888,0.06677674488,0.1617023208,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC617396,-24.69292434,4.92E-14,3.23E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
ENTREP1,-10.01951845,0.02729391237,0.06654921779,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC100300449,-25.11872214,3.62E-15,2.69E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TRNAG-UCC_34,-7.883045458,0.01991482062,0.05908955426,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
LOC615223,-2.222418283,0.05119573691,0.1125640997,FALSE,Bos taurus,milk production,FALSE,non-immune
FYB1,-1.032764465,0.1069899019,0.2206688534,FALSE,Bos taurus,milk production,FALSE,non-immune
ATG16L2,-2.390611239,0.07506023239,0.194566487,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
LOC100138302,-2.48885775,0.09307328862,0.2717723392,FALSE,Bos taurus:Bos indicus,MAP Infection,FALSE,non-immune
CDK5R1,-3.210434274,0.09775103802,0.2172479133,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
CPN2,-26.03034425,1.48E-15,1.15E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132343394,-15.38879535,0.01929618736,0.04607627941,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
F11,-26.15432057,4.44E-16,4.16E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112447736,-24.68211867,6.38E-16,6.08E-15,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112446100,-25.71356834,2.28E-15,1.71E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
DNAH2,-3.171765885,0.07524545902,0.1741208785,FALSE,Bos taurus,milk production,FALSE,non-immune
